DATA SFCR;WERSJA SFCR;KOD ZAKŁADU;ID_PYTANIA;CZY WYSTĄPIŁ KLUCZ;ILOŚĆ WYSTĄPIEŃ KLUCZY;ID_TAB
1.01.2019;1;1;1;1;10;112
1.01.2019;1;1;2;0;0;112
1.01.2019;1;1;3;0;0;112
1.01.2019;1;1;4;0;0;112
1.01.2019;1;1;5;0;0;112
1.01.2019;1;1;6;1;1;112
1.01.2019;1;1;7;1;1;112
1.01.2019;1;1;8;0;0;112
1.01.2019;1;1;9;1;1;112
1.01.2019;1;1;10;0;0;112
1.01.2019;1;1;12;0;0;112
1.01.2019;1;1;13;0;0;112
1.01.2019;1;1;14;0;0;112
1.01.2019;1;1;43;0;0;112
1.01.2019;1;1;44;1;2;112
1.01.2019;1;1;45;1;3;112
1.01.2019;1;1;46;0;0;112
1.01.2019;1;1;48;1;3;112
1.01.2019;1;1;49;0;0;112
1.01.2019;1;1;50;0;0;112
1.01.2019;1;1;51;0;0;112
1.01.2019;1;1;52;0;0;112
1.01.2019;1;1;53;0;0;112
1.01.2019;1;1;54;1;2;112
1.01.2019;1;1;55;0;0;112
1.01.2019;1;1;56;0;0;112
1.01.2019;1;1;57;0;0;112
1.01.2019;1;1;58;0;0;112
1.01.2019;1;1;59;0;0;112
1.01.2019;1;1;60;0;0;112
1.01.2019;1;1;61;0;0;112
1.01.2019;1;1;90;1;43;112
1.01.2019;1;1;91;1;76;112
1.01.2019;1;1;92;1;22;112
1.01.2019;1;1;93;1;29;112
1.01.2019;1;1;94;1;9;112
1.01.2019;1;1;95;1;2;112
1.01.2019;1;1;96;1;998;112
1.01.2019;1;1;97;1;1;112
1.01.2019;1;1;98;0;0;112
1.01.2019;1;1;99;1;24;112
1.01.2019;1;1;100;0;0;112
1.01.2019;1;1;101;1;3;112
1.01.2019;1;1;102;0;0;112
1.01.2019;1;1;103;1;2;112
1.01.2019;1;1;104;0;0;112
1.01.2019;1;1;105;0;0;112
1.01.2019;1;1;106;0;0;112
1.01.2019;1;1;107;0;0;112
1.01.2019;1;1;108;0;0;112
1.01.2019;1;1;109;0;0;112
1.01.2019;1;1;110;1;1;112
1.01.2019;1;1;111;1;16;112
1.01.2019;1;1;112;1;46;112
1.01.2019;1;1;113;1;11;112
1.01.2019;1;1;114;1;38;112
1.01.2019;1;1;115;1;11;112
1.01.2019;1;1;116;1;65;112
1.01.2019;1;1;117;1;2;112
1.01.2019;1;1;118;0;0;112
1.01.2019;1;1;119;1;20;112
1.01.2019;1;1;120;1;5;112
1.01.2019;1;1;145;0;0;112
1.01.2019;1;1;146;0;0;112
1.01.2019;1;1;147;0;0;112
1.01.2019;1;1;148;0;0;112
1.01.2019;1;1;149;0;0;112
1.01.2019;1;1;150;0;0;112
1.01.2019;1;1;151;0;0;112
