DATA SFCR;WERSJA SFCR;KOD ZAKŁADU;ID_PYTANIA;CZY WYSTĄPIŁ KLUCZ;ILOŚĆ WYSTĄPIEŃ KLUCZY;ID_TAB
"31 grudnia
2017";1;1;1;1;4;123
"31 grudnia
2017";1;1;2;0;0;123
"31 grudnia
2017";1;1;3;0;0;123
"31 grudnia
2017";1;1;4;0;0;123
"31 grudnia
2017";1;1;5;0;0;123
"31 grudnia
2017";1;1;6;1;1;123
"31 grudnia
2017";1;1;7;1;2;123
"31 grudnia
2017";1;1;8;1;1;123
"31 grudnia
2017";1;1;9;1;4;123
"31 grudnia
2017";1;1;10;1;1;123
"31 grudnia
2017";1;1;11;1;1;123
"31 grudnia
2017";1;1;12;1;5;123
"31 grudnia
2017";1;1;13;0;0;123
"31 grudnia
2017";1;1;14;0;0;123
"31 grudnia
2017";1;1;15;1;70;123
"31 grudnia
2017";1;1;16;0;0;123
"31 grudnia
2017";1;1;17;0;0;123
"31 grudnia
2017";1;1;18;1;15;123
"31 grudnia
2017";1;1;19;1;6;123
"31 grudnia
2017";1;1;20;1;2;123
"31 grudnia
2017";1;1;21;1;2;123
"31 grudnia
2017";1;1;22;1;26;123
"31 grudnia
2017";1;1;23;1;21;123
"31 grudnia
2017";1;1;24;0;0;123
"31 grudnia
2017";1;1;25;0;0;123
"31 grudnia
2017";1;1;26;1;4;123
"31 grudnia
2017";1;1;27;1;10;123
"31 grudnia
2017";1;1;28;1;5;123
"31 grudnia
2017";1;1;29;1;14;123
"31 grudnia
2017";1;1;30;1;18;123
"31 grudnia
2017";1;1;31;1;4;123
"31 grudnia
2017";1;1;32;1;402;123
"31 grudnia
2017";1;1;33;0;0;123
"31 grudnia
2017";1;1;34;1;3;123
"31 grudnia
2017";1;1;35;1;8;123
"31 grudnia
2017";1;1;36;1;1;123
"31 grudnia
2017";1;1;37;1;1;123
"31 grudnia
2017";1;1;38;0;0;123
"31 grudnia
2017";1;1;39;1;2;123
"31 grudnia
2017";1;1;40;0;0;123
"31 grudnia
2017";1;1;41;1;2;123
"31 grudnia
2017";1;1;42;1;1;123
"31 grudnia
2017";1;1;43;1;1;123
"31 grudnia
2017";1;1;44;1;5;123
"31 grudnia
2017";1;1;45;1;11;123
"31 grudnia
2017";1;1;46;0;0;123
"31 grudnia
2017";1;1;48;1;14;123
"31 grudnia
2017";1;1;49;1;6;123
"31 grudnia
2017";1;1;50;1;6;123
"31 grudnia
2017";1;1;51;0;0;123
"31 grudnia
2017";1;1;52;1;1;123
"31 grudnia
2017";1;1;53;0;0;123
"31 grudnia
2017";1;1;54;0;0;123
"31 grudnia
2017";1;1;55;1;20;123
"31 grudnia
2017";1;1;56;1;4;123
"31 grudnia
2017";1;1;57;1;5;123
"31 grudnia
2017";1;1;58;1;1;123
"31 grudnia
2017";1;1;59;0;0;123
"31 grudnia
2017";1;1;60;1;2;123
"31 grudnia
2017";1;1;61;0;0;123
"31 grudnia
2017";1;1;62;1;20;123
"31 grudnia
2017";1;1;63;1;2;123
"31 grudnia
2017";1;1;64;0;0;123
"31 grudnia
2017";1;1;65;0;0;123
"31 grudnia
2017";1;1;66;1;1;123
"31 grudnia
2017";1;1;67;1;2;123
"31 grudnia
2017";1;1;68;1;1;123
"31 grudnia
2017";1;1;69;1;19;123
"31 grudnia
2017";1;1;70;1;2;123
"31 grudnia
2017";1;1;71;1;1;123
"31 grudnia
2017";1;1;72;0;0;123
"31 grudnia
2017";1;1;73;1;1;123
"31 grudnia
2017";1;1;74;1;2;123
"31 grudnia
2017";1;1;75;1;1;123
"31 grudnia
2017";1;1;76;1;2;123
"31 grudnia
2017";1;1;77;1;18;123
"31 grudnia
2017";1;1;78;1;3;123
"31 grudnia
2017";1;1;79;1;2;123
"31 grudnia
2017";1;1;80;0;0;123
"31 grudnia
2017";1;1;81;1;1;123
"31 grudnia
2017";1;1;82;0;0;123
"31 grudnia
2017";1;1;83;1;1;123
"31 grudnia
2017";1;1;84;1;2;123
"31 grudnia
2017";1;1;85;1;2;123
"31 grudnia
2017";1;1;86;0;0;123
"31 grudnia
2017";1;1;87;1;1;123
"31 grudnia
2017";1;1;88;0;0;123
"31 grudnia
2017";1;1;90;1;26;123
"31 grudnia
2017";1;1;91;1;50;123
"31 grudnia
2017";1;1;92;1;19;123
"31 grudnia
2017";1;1;93;1;19;123
"31 grudnia
2017";1;1;94;1;6;123
"31 grudnia
2017";1;1;95;1;3;123
"31 grudnia
2017";1;1;96;1;801;123
"31 grudnia
2017";1;1;97;0;0;123
"31 grudnia
2017";1;1;98;0;0;123
"31 grudnia
2017";1;1;99;1;12;123
"31 grudnia
2017";1;1;100;0;0;123
"31 grudnia
2017";1;1;101;1;39;123
"31 grudnia
2017";1;1;102;1;3;123
"31 grudnia
2017";1;1;103;1;36;123
"31 grudnia
2017";1;1;104;1;1;123
"31 grudnia
2017";1;1;105;1;1;123
"31 grudnia
2017";1;1;106;1;1;123
"31 grudnia
2017";1;1;107;1;1;123
"31 grudnia
2017";1;1;108;1;1;123
"31 grudnia
2017";1;1;109;1;34;123
"31 grudnia
2017";1;1;110;1;2;123
"31 grudnia
2017";1;1;111;1;7;123
"31 grudnia
2017";1;1;112;1;17;123
"31 grudnia
2017";1;1;113;1;4;123
"31 grudnia
2017";1;1;114;1;12;123
"31 grudnia
2017";1;1;115;1;4;123
"31 grudnia
2017";1;1;116;1;31;123
"31 grudnia
2017";1;1;117;0;0;123
"31 grudnia
2017";1;1;118;0;0;123
"31 grudnia
2017";1;1;119;1;11;123
"31 grudnia
2017";1;1;120;1;4;123
"31 grudnia
2017";1;1;121;1;2;123
"31 grudnia
2017";1;1;122;0;0;123
"31 grudnia
2017";1;1;123;1;10;123
"31 grudnia
2017";1;1;124;1;18;123
"31 grudnia
2017";1;1;125;1;9;123
"31 grudnia
2017";1;1;126;1;10;123
"31 grudnia
2017";1;1;127;1;8;123
"31 grudnia
2017";1;1;128;1;4;123
"31 grudnia
2017";1;1;129;1;720;123
"31 grudnia
2017";1;1;130;1;2;123
"31 grudnia
2017";1;1;131;1;1;123
"31 grudnia
2017";1;1;132;1;7;123
"31 grudnia
2017";1;1;133;0;0;123
"31 grudnia
2017";1;1;134;0;0;123
"31 grudnia
2017";1;1;135;1;1;123
"31 grudnia
2017";1;1;136;0;0;123
"31 grudnia
2017";1;1;137;1;6;123
"31 grudnia
2017";1;1;138;0;0;123
"31 grudnia
2017";1;1;139;0;0;123
"31 grudnia
2017";1;1;140;1;12;123
"31 grudnia
2017";1;1;141;1;2;123
"31 grudnia
2017";1;1;142;0;0;123
"31 grudnia
2017";1;1;143;0;0;123
"31 grudnia
2017";1;1;144;1;2;123
"31 grudnia
2017";1;1;145;1;6;123
"31 grudnia
2017";1;1;146;1;1;123
"31 grudnia
2017";1;1;147;1;2;123
"31 grudnia
2017";1;1;148;0;0;123
"31 grudnia
2017";1;1;149;0;0;123
"31 grudnia
2017";1;1;150;0;0;123
"31 grudnia
2017";1;1;151;0;0;123
"31 grudnia
2017";1;1;152;1;31;123
"31 grudnia
2017";1;1;153;0;0;123
"31 grudnia
2017";1;1;154;0;0;123
"31 grudnia
2017";1;1;155;0;0;123
"31 grudnia
2017";1;1;156;0;0;123
"31 grudnia
2017";1;1;157;0;0;123
"31 grudnia
2017";1;1;158;0;0;123
"31 grudnia
2017";1;1;159;0;0;123
"31 grudnia
2017";1;1;160;0;0;123
"31 grudnia
2017";1;1;161;0;0;123
"31 grudnia
2017";1;1;162;0;0;123
"31 grudnia
2017";1;1;163;1;1;123
"31 grudnia
2017";1;1;164;0;0;123
"31 grudnia
2017";1;1;165;1;1;123
"31 grudnia
2017";1;1;166;0;0;123
"31 grudnia
2017";1;1;167;0;0;123
