ID_TAB,DATA SFCR,WERSJA SFCR,KOD ZAKŁADU,FORMULARZ,WIERSZ,KOLUMNA,TRZECI WYMIAR KRAJ,WARTOŚĆ
50,2023-01-01,1,2,char,char,char,char,30.594701154434105
44,2023-01-02,5,9,char,char,char,char,10.612108315476307
22,2023-01-03,4,3,char,char,char,char,95.7680372214796
13,2023-01-04,7,6,char,char,char,char,43.54209804178219
82,2023-01-05,5,7,char,char,char,char,1.8749387843491605
14,2023-01-06,9,9,char,char,char,char,11.297102488046379
18,2023-01-07,3,10,char,char,char,char,98.47193770159575
7,2023-01-08,7,9,char,char,char,char,72.9977158343825
10,2023-01-09,4,3,char,char,char,char,73.62774522881588
57,2023-01-10,8,1,char,char,char,char,27.95830573609232
6,2023-01-11,1,8,char,char,char,char,49.90036412695248
53,2023-01-12,5,4,char,char,char,char,68.97387477796305
19,2023-01-13,2,2,char,char,char,char,8.896554797500936
70,2023-01-14,2,4,char,char,char,char,12.212440791257043
47,2023-01-15,3,6,char,char,char,char,2.4140590226805987
89,2023-01-16,4,2,char,char,char,char,13.1046110347691
29,2023-01-17,2,8,char,char,char,char,51.17157703740108
86,2023-01-18,5,4,char,char,char,char,74.95583848372692
31,2023-01-19,8,7,char,char,char,char,78.95966429742113
63,2023-01-20,4,4,char,char,char,char,26.59882892247294
94,2023-01-21,8,10,char,char,char,char,55.08078861996095
43,2023-01-22,4,2,char,char,char,char,69.1231962554329
95,2023-01-23,4,3,char,char,char,char,27.553305806127863
92,2023-01-24,8,6,char,char,char,char,97.7471605684023
74,2023-01-25,9,6,char,char,char,char,11.795529930977132
58,2023-01-26,3,9,char,char,char,char,6.42938460014736
28,2023-01-27,1,9,char,char,char,char,89.22233488064431
35,2023-01-28,10,4,char,char,char,char,30.712624380791958
84,2023-01-29,4,7,char,char,char,char,95.27573677415226
75,2023-01-30,10,2,char,char,char,char,33.77852037368596
25,2023-01-31,8,1,char,char,char,char,31.743078010277078
